Target,Message
0,true passabl get high score appli phd get salari make life easier
0,ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im
0,hey gal u wan na meet dinner nìâte
0,good sleep rhythm person establish rhythm bodi learn use want know
1,urgent call landlin complimentari ibiza holiday cash await collect sae cs po box ppm
0,sure tri make xavier smoke want smoke told smoke much
0,pl clarifi back open return ticket prepon go back kerala
0,onlin transact
0,thought put back box
0,simpli sit watch match offic
0,stupid say challeng dont think write instead respond im
0,cal sir meet
0,hey compani elama po mudyadhu
0,ye possibl dint tri pl dont tell one k
0,life spend someon lifetim may meaningless moment spent someon realli love mean life
0,babe need advic
0,piss talk someon realis u point read backward
1,uk break accommodationvouch term condit appli claim mustprovid claim number
1,ye place town meet excit adult singl uk txt chat
0,actual decid hungri left yet v
0,dude go sup
0,heard abt tat
0,also maaaan miss
0,dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor
0,well weather cali great complex great need car move freeli tax outrag great place sad part miss home
0,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit
0,oh rite well im best mate pete went longer week
0,messag sent askin lt gt dollar shoul pay lt gt lt gt
0,bruce b down amp fletcher
0,pl speak wont ask anyth friendship
0,lot sick thing go round take easi hope u feel better soon lol
1,valentin day special win quiz take partner trip lifetim send go rcvd
0,happen tell truth
0,miss ya need ya want ya love ya
0,oga left phone home saw ur messag hope good great weekend
0,missionari hook doggi hook stand
0,ok im sure time finish tomorrow wan na spend even co would vewi vewi lubli love xxx
1,mobil number claim call us back ring claim hot line
1,free top rington weekli week subpoli per
0,yesterday go home
0,call later afternoon onword mtnl servic get problem south mumbai hear listen
0,pl speak custom machan
0,train tomorrow
1,accordingli repeat text word ok mobil phone send
1,sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic c
0,k come nordstrom done
1,u r winner u ave special select receiv cash holiday flight inc speak live oper claim
0,think one say clearli ok leav need ask go come
0,good let thank god pleas complet drug lot water beauti day
0,plane give month end
0,call like lt gt time oh give us hypertens oh
0,good find way
0,also thk fast xy suggest one u dun wan go rain leh got gd
0,went attend anoth two round today still reach home
1,free week nokia tone ur mob everi week txt nokia get txting tell ur mate pobox norm
0,cant u tri new invent fli
0,r go today meet
0,babe thasa bit mess
0,huh got lesson lei n thinkin go sch earlier n tot parkin kent vale
0,sch fr dun haf da book sch home
0,im done studyn librari
0,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream
0,yeah think use gt atm regist sure anyway help let know sure readi
0,leav hous
0,bank say money
0,thk shd ok said plu minu leav line paragraph
0,hello madam
0,funer home audrey dad
0,wait min stand bu stop
0,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
0,ok juz receiv
0,sorri delay ye master
0,dunno ju say go lido time
0,im gon na miss u much
0,well slightli disastr class pm fav darl hope day coffe wld good ca stay late tomorrow time place alway
0,ask call ok
0,r outsid alreadi
0,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl
0,lol alright thinkin haha
0,uncl atlanta wish guy great semest
0,hi jess dont know work call u im home eve xxx
0,havent shop lor juz arriv
1,urgent mobil award bonu caller prize final attempt contact u call
0,check realli miss see jeremiah great month
0,glad talk
0,man bu slow think gon na get
0,help u swoop pick u wherev ur bird r meet u want
0,alway look excus citi
0,hey repli pa
0,yet chikku go room nw bu
0,realli hope work doesnt get stress day
0,kay sinc alreadi
0,night sweet sleep well see exorc emili rose may never sleep hug snog
0,ye reg ciao
0,even v good somewhat event laden fill worri head ok throat wreck see six
0,dunno lei like dun haf
0,thank yesterday sir wonder hope enjoy burial mojibiola
0,brother transfer lt gt lt gt pa
0,best line said love wait till day forget u day u realiz u forget gn
0,kalli home home town durban
0,hospit da return home even
1,today voda number end select receiv reward match pleas call quot claim code standard rate appli
0,hey ad crap nite borin without ya boggi u bore biatch thanx u wait til nxt time il ave ya
0,keep ten rs shelf buy two egg
1,big brother alert comput select u cash voucher call ntt po box bt landlin cost mobil vari
1,new messag pleas call
0,oh ok prob
0,hi roger cl
0,oh shit thought trip loooooool make much sens grin sofa refer link sent went trip oh babe go celebr rent
0,taco raja burrito right
0,
0,hey veggi pizza
0,hungri
0,fight world easi u either win lose bt fightng close u dificult u lose u lose u win u still lose
0,u call right call hand phone
0,yeah ju rite
0,guess pub im im happi pig clover whatev say
0,ca keep go never intent run choos rather keep room clean say visitor mayb best choic ye want embarass mayb feel feel friend want drop buy say happen morn tri everyth know els
0,imagin life without see fast u search worri l alway disturb u goodnoon
0,oh take test
0,wa ur openin sentenc formal anyway fine juz tt eatin much n puttin weight haha anythin special happen
0,ye glad made
0,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student
0,oh oh wast den muz chiong sat n sun liao
0,yup leav right back soon
0,yeah got one line us
0,busi juz dun wan go earli hee
0,shop eh ger toke abt syd leh haha
0,u find sitter kaitlyn sick slept day yesterday
0,littl difficult simpl way enter place
0,ca make tonight
0,still game
0,bognor splendid time year
0,siva hostel aha
0,ticket walsal tue th march mate get sat ill pay treat want go txt bak
0,chikku nt yet ya free
0,dun believ wat
0,nothin come mind ìï help buy hanger lor ur laptop heavi
0,found diff farm shop buy chees way back call
0,dog must alway wait till end day word run time cell alreadi
0,thank keep mind
0,well im computerless time make oreo truffl
0,de ask like
0,oh fuck sake like tallahasse
0,actual exam harder nbme
0,hmm yeah groov im look forward pound special
0,custom place call
0,actual mobil full msg work onlin need send lt gt sent msg wil explain u later
0,plan usual stop hella weed
1,congratul ur award either yr suppli cd virgin record mysteri gift guarante call ts cs approx
0,account refil success inr lt decim gt keralacircl prepaid account balanc rs lt decim gt transact id kr lt gt
0,kalli wont play first two odi
0,cool text way
0,wat time liao still got
0,hey sexi bun told ador loverboy hope rememb thank sister law meatbal grin love babe
1,sorri u unsubscrib yet mob offer packag min term week pl resubmit request expiri repli themob help info
0,oh unintent bad time great finger train play along give fifteen min warn
0,yay better told girl either
0,darlin youphon im athom youwanna
0,dad went oredi
0,wonder phone batteri went dead tell love babe
1,summer final fanci chat flirt sexi singl yr area get match repli summer free join optout txt stop
0,babe talk think good boy miss love
0,lt gt ish minut minut ago wtf
0,miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win
0,could ask carlo could get anybodi els chip
0,r u contin
0,good afternoon love good see word ym get tm smart move slave smile drink coffe await
0,competit
1,record indic u mayb entitl pound compens accid claim free repli claim msg stop txt stop
1,text banneduk see cost textoper xxx
0,yet ya sapna aunti maneg hogidh chinnu full weak swalpa black agidhan
0,u got person stori
0,ye finish watch day live love
0,k u also dont msg repli msg
0,draw va dont think
1,half price orang line rental latest camera phone free phone call mobilesdirect free updat
0,great run ttyl
1,new mobil must go txt nokia collect today txtauction
0,want sent lt gt mesag today that sorri hurt
0,yeah lol luckili star role like
0,hi neva worri bout da truth coz truth lead ur heart itåõ least uniqu person like u deserv sleep tight morn
0,sorri abl get see morn
0,got home babe still awak
1,per min call germani bt line per min check info c text stop opt
0,u workin overtim nigpun
0,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one
0,valentin game send di msg ur friend answer r someon realli love colour suit best
0,work technic support voic process
0,noth ever easi look reason take risk life love
0,ye babi need stretch open pussi
0,much got clean
0,dont think need yellow card uk travel ask someon gone lt gt buck
0,feel like tri kadeem v
1,free week nokia tone ur mob everi week txt nokia get txting tell ur mate zed pobox
0,near kalainar tv
0,lor chang suntec wat time u come
0,leav hous
0,k delet contact
0,anyth special
0,bishan lei tot say lavend
0,mani peopl seem special first sight remain special till last sight maintain till life end sh ja
0,babe fuck love know fuck good hear voic need crave ca get enough ador ahmad kiss
1,privat account statement show point call identifi code expir
0,offic call lt gt min
0,surli ill give come review
0,hey look like wrong one kappa guy number still phone want text see around
0,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
0,r u still work
0,thank meet monday
0,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
0,u fix teeth take care
0,haha yup hope lose kg mon hip hop go orchard weigh
0,yeah pretti much best case scenario
0,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish
0,derp wors dude alway want parti dude file complaint three drug abus live
